
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Micro/Minisensor (normal range)	umol/l	OFF	ZB7-504-187	3	ON External	20.000	ON	1013	33.000	30%	200x	100	OFF	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	21.542	19.890	1023	100.000	20.950	48.647	20.904	0.817	0.106	4000	0.953	-0.070	0.000	0.000	-0.000301	
Data	Smoothing:	1	
Date:	5/16/2018	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
5/16/2018	11:59:21	0.00		222.64	---	---	---	19.918	---	---	---	1022.62	27.157	19.918	---	---	21.520	---	---	---	164.462	---	---	---	5.508	---	---	---	
5/16/2018	11:59:22	1.00		222.07	---	---	---	19.940	---	---	---	1022.55	27.081	19.940	---	---	21.541	---	---	---	164.641	---	---	---	5.512	---	---	---	
5/16/2018	11:59:23	2.00		221.85	---	---	---	19.928	---	---	---	1022.65	27.081	19.928	---	---	21.555	---	---	---	164.692	---	---	---	5.528	---	---	---	
5/16/2018	11:59:24	3.00		221.74	---	---	---	19.908	---	---	---	1022.62	27.081	19.908	---	---	21.565	---	---	---	164.759	---	---	---	5.514	---	---	---	
5/16/2018	11:59:25	4.00		221.24	---	---	---	19.929	---	---	---	1022.59	27.081	19.929	---	---	21.583	---	---	---	164.932	---	---	---	5.550	---	---	---	
5/16/2018	11:59:26	5.00		221.04	---	---	---	19.919	---	---	---	1022.59	27.081	19.919	---	---	21.596	---	---	---	165.011	---	---	---	5.538	---	---	---	
5/16/2018	11:59:27	6.00		220.65	---	---	---	19.922	---	---	---	1022.65	27.081	19.922	---	---	21.614	---	---	---	165.188	---	---	---	5.554	---	---	---	
5/16/2018	11:59:28	7.00		220.64	---	---	---	19.897	---	---	---	1022.62	27.081	19.897	---	---	21.621	---	---	---	165.259	---	---	---	5.519	---	---	---	
5/16/2018	11:59:29	8.00		220.55	---	---	---	19.867	---	---	---	1022.71	27.081	19.867	---	---	21.635	---	---	---	165.348	---	---	---	5.514	---	---	---	
5/16/2018	11:59:30	9.00		220.19	---	---	---	19.889	---	---	---	1022.65	27.081	19.889	---	---	21.645	---	---	---	165.509	---	---	---	5.541	---	---	---	
5/16/2018	11:59:31	10.00		219.77	---	---	---	19.899	---	---	---	1022.74	27.081	19.899	---	---	21.663	---	---	---	165.641	---	---	---	5.539	---	---	---	
5/16/2018	11:59:32	11.00		219.84	---	---	---	19.877	---	---	---	1022.65	27.081	19.877	---	---	21.666	---	---	---	165.649	---	---	---	5.535	---	---	---	
5/16/2018	11:59:33	12.00		218.74	---	---	---	19.878	---	---	---	1022.65	27.081	19.878	---	---	21.718	---	---	---	165.856	---	---	---	5.533	---	---	---	
5/16/2018	11:59:34	13.00		219.05	---	---	---	19.869	---	---	---	1022.55	27.081	19.869	---	---	21.707	---	---	---	165.957	---	---	---	5.529	---	---	---	
5/16/2018	11:59:35	14.00		218.55	---	---	---	19.879	---	---	---	1022.62	27.081	19.879	---	---	21.728	---	---	---	165.981	---	---	---	5.534	---	---	---	
5/16/2018	11:59:36	15.00		218.19	---	---	---	19.858	---	---	---	1022.59	27.081	19.858	---	---	21.752	---	---	---	166.158	---	---	---	5.523	---	---	---	
5/16/2018	11:59:37	16.00		218.37	---	---	---	19.837	---	---	---	1022.59	27.081	19.837	---	---	21.749	---	---	---	166.235	---	---	---	5.533	---	---	---	
5/16/2018	11:59:38	17.00		218.03	---	---	---	19.849	---	---	---	1022.62	27.042	19.849	---	---	21.761	---	---	---	166.305	---	---	---	5.536	---	---	---	
5/16/2018	11:59:39	18.00		217.66	---	---	---	19.870	---	---	---	1022.59	27.042	19.870	---	---	21.774	---	---	---	166.427	---	---	---	5.529	---	---	---	
5/16/2018	11:59:40	19.00		217.37	---	---	---	19.837	---	---	---	1022.65	27.042	19.837	---	---	21.798	---	---	---	166.531	---	---	---	5.534	---	---	---	
5/16/2018	11:59:41	20.00		217.24	---	---	---	19.839	---	---	---	1022.68	27.042	19.839	---	---	21.804	---	---	---	166.638	---	---	---	5.534	---	---	---	
5/16/2018	11:59:42	21.00		216.95	---	---	---	19.825	---	---	---	1022.65	27.042	19.825	---	---	21.822	---	---	---	166.677	---	---	---	5.531	---	---	---	
5/16/2018	11:59:43	22.00		216.94	---	---	---	19.806	---	---	---	1022.62	27.081	19.806	---	---	21.827	---	---	---	166.772	---	---	---	5.521	---	---	---	
5/16/2018	11:59:44	23.00		216.67	---	---	---	19.808	---	---	---	1022.65	27.081	19.808	---	---	21.840	---	---	---	166.970	---	---	---	5.535	---	---	---	
5/16/2018	11:59:45	24.00		216.65	---	---	---	19.807	---	---	---	1022.65	27.081	19.807	---	---	21.841	---	---	---	167.024	---	---	---	5.516	---	---	---	
5/16/2018	11:59:46	25.00		216.35	---	---	---	19.807	---	---	---	1022.59	27.081	19.807	---	---	21.857	---	---	---	167.117	---	---	---	5.517	---	---	---	
5/16/2018	11:59:47	26.00		216.04	---	---	---	19.797	---	---	---	1022.62	27.081	19.797	---	---	21.875	---	---	---	167.225	---	---	---	5.521	---	---	---	
5/16/2018	11:59:48	27.00		215.80	---	---	---	19.797	---	---	---	1022.71	27.081	19.797	---	---	21.886	---	---	---	167.311	---	---	---	5.529	---	---	---	
5/16/2018	11:59:49	28.00		215.53	---	---	---	19.787	---	---	---	1022.68	27.081	19.787	---	---	21.902	---	---	---	167.542	---	---	---	5.526	---	---	---	
5/16/2018	11:59:50	29.00		215.45	---	---	---	19.787	---	---	---	1022.62	27.081	19.787	---	---	21.906	---	---	---	167.557	---	---	---	5.532	---	---	---	
5/16/2018	11:59:51	30.00		215.27	---	---	---	19.756	---	---	---	1022.65	27.081	19.756	---	---	21.924	---	---	---	167.675	---	---	---	5.508	---	---	---	
5/16/2018	11:59:52	31.00		215.06	---	---	---	19.767	---	---	---	1022.59	27.081	19.767	---	---	21.931	---	---	---	167.764	---	---	---	5.510	---	---	---	
5/16/2018	11:59:53	32.00		214.85	---	---	---	19.755	---	---	---	1022.62	27.081	19.755	---	---	21.945	---	---	---	167.897	---	---	---	5.535	---	---	---	
5/16/2018	11:59:54	33.00		214.62	---	---	---	19.746	---	---	---	1022.65	27.081	19.746	---	---	21.959	---	---	---	167.953	---	---	---	5.541	---	---	---	
5/16/2018	11:59:55	34.00		214.18	---	---	---	19.767	---	---	---	1022.52	27.081	19.767	---	---	21.975	---	---	---	168.093	---	---	---	5.522	---	---	---	
5/16/2018	11:59:56	35.00		214.10	---	---	---	19.757	---	---	---	1022.68	27.081	19.757	---	---	21.982	---	---	---	168.167	---	---	---	5.537	---	---	---	
5/16/2018	11:59:57	36.00		213.93	---	---	---	19.745	---	---	---	1022.74	27.081	19.745	---	---	21.995	---	---	---	168.281	---	---	---	5.537	---	---	---	
5/16/2018	11:59:58	37.00		213.53	---	---	---	19.714	---	---	---	1022.65	27.081	19.714	---	---	22.024	---	---	---	168.485	---	---	---	5.537	---	---	---	
5/16/2018	11:59:59	38.00		213.48	---	---	---	19.736	---	---	---	1022.62	27.081	19.736	---	---	22.020	---	---	---	168.382	---	---	---	5.527	---	---	---	
5/16/2018	12:00:00	39.00		213.36	---	---	---	19.726	---	---	---	1022.59	27.081	19.726	---	---	22.028	---	---	---	168.494	---	---	---	5.544	---	---	---	
5/16/2018	12:00:01	40.00		213.10	---	---	---	19.726	---	---	---	1022.62	27.081	19.726	---	---	22.041	---	---	---	168.608	---	---	---	5.529	---	---	---	
5/16/2018	12:00:02	41.00		212.56	---	---	---	19.747	---	---	---	1022.71	27.081	19.747	---	---	22.062	---	---	---	168.807	---	---	---	5.537	---	---	---	
5/16/2018	12:00:03	42.00		212.62	---	---	---	19.716	---	---	---	1022.55	27.081	19.716	---	---	22.069	---	---	---	168.830	---	---	---	5.526	---	---	---	
5/16/2018	12:00:04	43.00		212.35	---	---	---	19.715	---	---	---	1022.62	27.081	19.715	---	---	22.083	---	---	---	168.957	---	---	---	5.520	---	---	---	
5/16/2018	12:00:05	44.00		212.01	---	---	---	19.715	---	---	---	1022.71	27.081	19.715	---	---	22.100	---	---	---	169.074	---	---	---	5.534	---	---	---	
5/16/2018	12:00:06	45.00		211.94	---	---	---	19.706	---	---	---	1022.59	27.081	19.706	---	---	22.106	---	---	---	169.076	---	---	---	5.532	---	---	---	
5/16/2018	12:00:07	46.00		211.63	---	---	---	19.706	---	---	---	1022.65	27.081	19.706	---	---	22.121	---	---	---	169.233	---	---	---	5.516	---	---	---	
5/16/2018	12:00:08	47.00		211.32	---	---	---	19.715	---	---	---	1022.62	27.081	19.715	---	---	22.135	---	---	---	169.332	---	---	---	5.513	---	---	---	
5/16/2018	12:00:09	48.00		211.04	---	---	---	19.748	---	---	---	1022.80	27.081	19.748	---	---	22.138	---	---	---	169.429	---	---	---	5.525	---	---	---	
5/16/2018	12:00:10	49.00		211.02	---	---	---	19.705	---	---	---	1022.59	27.081	19.705	---	---	22.152	---	---	---	169.563	---	---	---	5.523	---	---	---	
5/16/2018	12:00:11	50.00		210.73	---	---	---	19.727	---	---	---	1022.74	27.081	19.727	---	---	22.160	---	---	---	169.623	---	---	---	5.509	---	---	---	
5/16/2018	12:00:12	51.00		210.53	---	---	---	19.725	---	---	---	1022.68	27.081	19.725	---	---	22.172	---	---	---	169.708	---	---	---	5.515	---	---	---	
5/16/2018	12:00:13	52.00		210.25	---	---	---	19.726	---	---	---	1022.65	27.081	19.726	---	---	22.186	---	---	---	169.854	---	---	---	5.533	---	---	---	
5/16/2018	12:00:14	53.00		210.15	---	---	---	19.716	---	---	---	1022.74	27.081	19.716	---	---	22.194	---	---	---	169.947	---	---	---	5.535	---	---	---	
5/16/2018	12:00:15	54.00		209.65	---	---	---	19.717	---	---	---	1022.74	27.081	19.717	---	---	22.218	---	---	---	170.039	---	---	---	5.520	---	---	---	
5/16/2018	12:00:16	55.00		209.61	---	---	---	19.704	---	---	---	1022.74	27.081	19.704	---	---	22.225	---	---	---	170.130	---	---	---	5.527	---	---	---	
5/16/2018	12:00:17	56.00		209.06	---	---	---	19.707	---	---	---	1022.59	27.081	19.707	---	---	22.252	---	---	---	170.328	---	---	---	5.516	---	---	---	
5/16/2018	12:00:18	57.00		209.47	---	---	---	19.708	---	---	---	1022.68	27.081	19.708	---	---	22.231	---	---	---	170.184	---	---	---	5.531	---	---	---	
5/16/2018	12:00:19	58.00		209.41	---	---	---	19.664	---	---	---	1022.74	27.081	19.664	---	---	22.246	---	---	---	170.287	---	---	---	5.518	---	---	---	
5/16/2018	12:00:20	59.00		209.15	---	---	---	19.665	---	---	---	1022.71	27.081	19.665	---	---	22.260	---	---	---	170.406	---	---	---	5.512	---	---	---	
5/16/2018	12:00:21	60.00		208.68	---	---	---	19.696	---	---	---	1022.52	27.081	19.696	---	---	22.274	---	---	---	170.481	---	---	---	5.508	---	---	---	
5/16/2018	12:00:22	61.00		208.64	---	---	---	19.656	---	---	---	1022.71	27.081	19.656	---	---	22.288	---	---	---	170.606	---	---	---	5.516	---	---	---	
5/16/2018	12:00:23	62.00		208.19	---	---	---	19.676	---	---	---	1022.68	27.081	19.676	---	---	22.305	---	---	---	170.636	---	---	---	5.528	---	---	---	
5/16/2018	12:00:24	63.00		207.56	---	---	---	19.675	---	---	---	1022.65	27.081	19.675	---	---	22.339	---	---	---	170.886	---	---	---	5.506	---	---	---	
5/16/2018	12:00:25	64.00		207.95	---	---	---	19.634	---	---	---	1022.65	27.081	19.634	---	---	22.330	---	---	---	170.820	---	---	---	5.528	---	---	---	
5/16/2018	12:00:26	65.00		207.72	---	---	---	19.622	---	---	---	1022.68	27.081	19.622	---	---	22.346	---	---	---	170.942	---	---	---	5.517	---	---	---	
5/16/2018	12:00:27	66.00		207.75	---	---	---	19.614	---	---	---	1022.59	27.081	19.614	---	---	22.347	---	---	---	171.022	---	---	---	5.522	---	---	---	
5/16/2018	12:00:28	67.00		207.48	---	---	---	19.634	---	---	---	1022.71	27.081	19.634	---	---	22.354	---	---	---	171.110	---	---	---	5.517	---	---	---	
5/16/2018	12:00:29	68.00		207.18	---	---	---	19.623	---	---	---	1022.65	27.081	19.623	---	---	22.374	---	---	---	171.205	---	---	---	5.527	---	---	---	
5/16/2018	12:00:30	69.00		207.07	---	---	---	19.614	---	---	---	1022.62	27.081	19.614	---	---	22.381	---	---	---	171.311	---	---	---	5.530	---	---	---	
5/16/2018	12:00:31	70.00		206.84	---	---	---	19.614	---	---	---	1022.74	27.081	19.614	---	---	22.393	---	---	---	171.416	---	---	---	5.509	---	---	---	
5/16/2018	12:00:32	71.00		206.32	---	---	---	19.644	---	---	---	1022.74	27.081	19.644	---	---	22.412	---	---	---	171.496	---	---	---	5.521	---	---	---	
5/16/2018	12:00:33	72.00		206.25	---	---	---	19.626	---	---	---	1022.71	27.081	19.626	---	---	22.420	---	---	---	171.628	---	---	---	5.517	---	---	---	
5/16/2018	12:00:34	73.00		206.06	---	---	---	19.626	---	---	---	1022.71	27.081	19.626	---	---	22.430	---	---	---	171.720	---	---	---	5.540	---	---	---	
5/16/2018	12:00:35	74.00		205.92	---	---	---	19.614	---	---	---	1022.68	27.081	19.614	---	---	22.441	---	---	---	171.796	---	---	---	5.533	---	---	---	
5/16/2018	12:00:36	75.00		205.94	---	---	---	19.583	---	---	---	1022.65	27.081	19.583	---	---	22.450	---	---	---	171.893	---	---	---	5.534	---	---	---	
5/16/2018	12:00:37	76.00		205.68	---	---	---	19.593	---	---	---	1022.68	27.157	19.593	---	---	22.461	---	---	---	171.973	---	---	---	5.513	---	---	---	
5/16/2018	12:00:38	77.00		205.41	---	---	---	19.626	---	---	---	1022.68	27.157	19.626	---	---	22.465	---	---	---	172.041	---	---	---	5.513	---	---	---	
5/16/2018	12:00:39	78.00		205.21	---	---	---	19.584	---	---	---	1022.65	27.157	19.584	---	---	22.488	---	---	---	172.197	---	---	---	5.516	---	---	---	
5/16/2018	12:00:40	79.00		205.20	---	---	---	19.573	---	---	---	1022.52	27.157	19.573	---	---	22.492	---	---	---	172.208	---	---	---	5.532	---	---	---	
5/16/2018	12:00:41	80.00		204.84	---	---	---	19.592	---	---	---	1022.65	27.157	19.592	---	---	22.504	---	---	---	172.335	---	---	---	5.542	---	---	---	
5/16/2018	12:00:42	81.00		204.65	---	---	---	19.562	---	---	---	1022.65	27.157	19.562	---	---	22.524	---	---	---	172.485	---	---	---	5.527	---	---	---	
5/16/2018	12:00:43	82.00		204.55	---	---	---	19.563	---	---	---	1022.65	27.157	19.563	---	---	22.528	---	---	---	172.526	---	---	---	5.532	---	---	---	
5/16/2018	12:00:44	83.00		204.24	---	---	---	19.563	---	---	---	1022.65	27.157	19.563	---	---	22.545	---	---	---	172.632	---	---	---	5.533	---	---	---	
5/16/2018	12:00:45	84.00		204.01	---	---	---	19.574	---	---	---	1022.59	27.157	19.574	---	---	22.554	---	---	---	172.757	---	---	---	5.536	---	---	---	
5/16/2018	12:00:46	85.00		203.75	---	---	---	19.553	---	---	---	1022.65	27.157	19.553	---	---	22.573	---	---	---	172.902	---	---	---	5.518	---	---	---	
5/16/2018	12:00:47	86.00		203.84	---	---	---	19.521	---	---	---	1022.74	27.157	19.521	---	---	22.579	---	---	---	172.947	---	---	---	5.532	---	---	---	
5/16/2018	12:00:48	87.00		203.83	---	---	---	19.532	---	---	---	1022.56	27.157	19.532	---	---	22.576	---	---	---	172.983	---	---	---	5.517	---	---	---	
5/16/2018	12:00:49	88.00		203.46	---	---	---	19.554	---	---	---	1022.62	27.157	19.554	---	---	22.589	---	---	---	173.102	---	---	---	5.526	---	---	---	
5/16/2018	12:00:50	89.00		203.29	---	---	---	19.553	---	---	---	1022.68	27.157	19.553	---	---	22.597	---	---	---	173.192	---	---	---	5.525	---	---	---	
5/16/2018	12:00:51	90.00		203.07	---	---	---	19.552	---	---	---	1022.71	27.081	19.552	---	---	22.610	---	---	---	173.285	---	---	---	5.518	---	---	---	
5/16/2018	12:00:52	91.00		202.86	---	---	---	19.553	---	---	---	1022.68	27.081	19.553	---	---	22.621	---	---	---	173.367	---	---	---	5.509	---	---	---	
5/16/2018	12:00:53	92.00		202.59	---	---	---	19.564	---	---	---	1022.65	27.081	19.564	---	---	22.631	---	---	---	173.475	---	---	---	5.523	---	---	---	
5/16/2018	12:00:54	93.00		202.45	---	---	---	19.563	---	---	---	1022.74	27.157	19.563	---	---	22.639	---	---	---	173.572	---	---	---	5.513	---	---	---	
5/16/2018	12:00:55	94.00		202.26	---	---	---	19.553	---	---	---	1022.62	27.081	19.553	---	---	22.652	---	---	---	173.684	---	---	---	5.528	---	---	---	
5/16/2018	12:00:56	95.00		202.12	---	---	---	19.545	---	---	---	1022.62	27.081	19.545	---	---	22.663	---	---	---	173.725	---	---	---	5.514	---	---	---	
5/16/2018	12:00:57	96.00		201.98	---	---	---	19.552	---	---	---	1022.74	27.081	19.552	---	---	22.667	---	---	---	173.833	---	---	---	5.515	---	---	---	
5/16/2018	12:00:58	97.00		201.62	---	---	---	19.553	---	---	---	1022.62	27.081	19.553	---	---	22.687	---	---	---	173.916	---	---	---	5.511	---	---	---	
5/16/2018	12:00:59	98.00		201.54	---	---	---	19.521	---	---	---	1022.62	27.081	19.521	---	---	22.701	---	---	---	174.031	---	---	---	5.532	---	---	---	
5/16/2018	12:01:00	99.00		201.23	---	---	---	19.552	---	---	---	1022.74	27.081	19.552	---	---	22.708	---	---	---	174.083	---	---	---	5.510	---	---	---	
5/16/2018	12:01:01	100.00		201.33	---	---	---	19.522	---	---	---	1022.62	27.081	19.522	---	---	22.711	---	---	---	174.188	---	---	---	5.513	---	---	---	
5/16/2018	12:01:02	101.00		201.00	---	---	---	19.563	---	---	---	1022.65	27.081	19.563	---	---	22.716	---	---	---	174.242	---	---	---	5.516	---	---	---	
5/16/2018	12:01:03	102.00		200.59	---	---	---	19.564	---	---	---	1022.59	27.081	19.564	---	---	22.739	---	---	---	174.352	---	---	---	5.532	---	---	---	
5/16/2018	12:01:04	103.00		200.90	---	---	---	19.512	---	---	---	1022.68	27.081	19.512	---	---	22.738	---	---	---	174.444	---	---	---	5.529	---	---	---	
5/16/2018	12:01:05	104.00		200.28	---	---	---	19.522	---	---	---	1022.62	27.081	19.522	---	---	22.767	---	---	---	174.550	---	---	---	5.524	---	---	---	
5/16/2018	12:01:06	105.00		200.46	---	---	---	19.470	---	---	---	1022.65	27.081	19.470	---	---	22.774	---	---	---	174.632	---	---	---	5.511	---	---	---	
5/16/2018	12:01:07	106.00		199.91	---	---	---	19.503	---	---	---	1022.68	27.081	19.503	---	---	22.794	---	---	---	174.649	---	---	---	5.522	---	---	---	
5/16/2018	12:01:08	107.00		200.04	---	---	---	19.482	---	---	---	1022.74	27.081	19.482	---	---	22.792	---	---	---	174.740	---	---	---	5.516	---	---	---	
5/16/2018	12:01:09	108.00		199.60	---	---	---	19.504	---	---	---	1022.74	27.081	19.504	---	---	22.809	---	---	---	174.910	---	---	---	5.522	---	---	---	
5/16/2018	12:01:10	109.00		199.64	---	---	---	19.481	---	---	---	1022.74	27.081	19.481	---	---	22.815	---	---	---	174.951	---	---	---	5.521	---	---	---	
5/16/2018	12:01:11	110.00		199.40	---	---	---	19.460	---	---	---	1022.62	27.081	19.460	---	---	22.833	---	---	---	175.035	---	---	---	5.539	---	---	---	
5/16/2018	12:01:12	111.00		199.13	---	---	---	19.472	---	---	---	1022.74	27.081	19.472	---	---	22.844	---	---	---	175.164	---	---	---	5.515	---	---	---	
5/16/2018	12:01:13	112.00		198.97	---	---	---	19.484	---	---	---	1022.62	27.081	19.484	---	---	22.850	---	---	---	175.212	---	---	---	5.519	---	---	---	
5/16/2018	12:01:14	113.00		198.65	---	---	---	19.482	---	---	---	1022.71	27.081	19.482	---	---	22.868	---	---	---	175.339	---	---	---	5.518	---	---	---	
5/16/2018	12:01:15	114.00		198.81	---	---	---	19.430	---	---	---	1022.77	27.081	19.430	---	---	22.875	---	---	---	175.384	---	---	---	5.525	---	---	---	
5/16/2018	12:01:16	115.00		198.68	---	---	---	19.431	---	---	---	1022.62	27.081	19.431	---	---	22.881	---	---	---	175.451	---	---	---	5.506	---	---	---	
5/16/2018	12:01:17	116.00		198.27	---	---	---	19.462	---	---	---	1022.68	27.081	19.462	---	---	22.895	---	---	---	175.570	---	---	---	5.524	---	---	---	
5/16/2018	12:01:18	117.00		197.91	---	---	---	19.483	---	---	---	1022.62	27.081	19.483	---	---	22.908	---	---	---	175.641	---	---	---	5.507	---	---	---	
5/16/2018	12:01:19	118.00		197.51	---	---	---	19.470	---	---	---	1022.62	27.081	19.470	---	---	22.934	---	---	---	175.912	---	---	---	5.509	---	---	---	
5/16/2018	12:01:20	119.00		197.68	---	---	---	19.462	---	---	---	1022.62	27.081	19.462	---	---	22.927	---	---	---	175.819	---	---	---	5.512	---	---	---	
5/16/2018	12:01:21	120.00		197.55	---	---	---	19.452	---	---	---	1022.62	27.081	19.452	---	---	22.937	---	---	---	175.912	---	---	---	5.519	---	---	---	
5/16/2018	12:01:22	121.00		197.30	---	---	---	19.452	---	---	---	1022.59	27.081	19.452	---	---	22.951	---	---	---	175.994	---	---	---	5.532	---	---	---	
5/16/2018	12:01:23	122.00		197.03	---	---	---	19.471	---	---	---	1022.62	27.081	19.471	---	---	22.959	---	---	---	176.082	---	---	---	5.532	---	---	---	
5/16/2018	12:01:24	123.00		196.79	---	---	---	19.451	---	---	---	1022.56	27.081	19.451	---	---	22.979	---	---	---	176.216	---	---	---	5.512	---	---	---	
5/16/2018	12:01:25	124.00		196.79	---	---	---	19.431	---	---	---	1022.62	27.081	19.431	---	---	22.985	---	---	---	176.235	---	---	---	5.518	---	---	---	
5/16/2018	12:01:26	125.00		196.70	---	---	---	19.441	---	---	---	1022.62	27.081	19.441	---	---	22.986	---	---	---	176.315	---	---	---	5.513	---	---	---	
5/16/2018	12:01:27	126.00		196.45	---	---	---	19.430	---	---	---	1022.65	27.081	19.430	---	---	23.003	---	---	---	176.401	---	---	---	5.525	---	---	---	
5/16/2018	12:01:28	127.00		195.99	---	---	---	19.484	---	---	---	1022.80	27.081	19.484	---	---	23.013	---	---	---	176.475	---	---	---	5.531	---	---	---	
5/16/2018	12:01:29	128.00		195.94	---	---	---	19.460	---	---	---	1022.71	27.081	19.460	---	---	23.023	---	---	---	176.559	---	---	---	5.511	---	---	---	
5/16/2018	12:01:30	129.00		195.94	---	---	---	19.420	---	---	---	1022.62	27.081	19.420	---	---	23.034	---	---	---	176.682	---	---	---	5.519	---	---	---	
5/16/2018	12:01:31	130.00		195.70	---	---	---	19.451	---	---	---	1022.71	27.081	19.451	---	---	23.038	---	---	---	176.759	---	---	---	5.516	---	---	---	
5/16/2018	12:01:32	131.00		195.40	---	---	---	19.420	---	---	---	1022.62	27.081	19.420	---	---	23.065	---	---	---	176.822	---	---	---	5.523	---	---	---	
5/16/2018	12:01:33	132.00		195.51	---	---	---	19.420	---	---	---	1022.59	27.081	19.420	---	---	23.059	---	---	---	176.929	---	---	---	5.524	---	---	---	
5/16/2018	12:01:34	133.00		195.15	---	---	---	19.443	---	---	---	1022.62	27.081	19.443	---	---	23.072	---	---	---	177.003	---	---	---	5.534	---	---	---	
5/16/2018	12:01:35	134.00		195.08	---	---	---	19.422	---	---	---	1022.68	27.081	19.422	---	---	23.082	---	---	---	177.138	---	---	---	5.533	---	---	---	
5/16/2018	12:01:36	135.00		195.12	---	---	---	19.402	---	---	---	1022.65	27.081	19.402	---	---	23.086	---	---	---	177.186	---	---	---	5.518	---	---	---	
5/16/2018	12:01:37	136.00		194.62	---	---	---	19.422	---	---	---	1022.68	27.081	19.422	---	---	23.107	---	---	---	177.257	---	---	---	5.517	---	---	---	
5/16/2018	12:01:38	137.00		194.69	---	---	---	19.399	---	---	---	1022.65	27.157	19.399	---	---	23.111	---	---	---	177.322	---	---	---	5.518	---	---	---	
5/16/2018	12:01:39	138.00		194.69	---	---	---	19.399	---	---	---	1022.65	27.157	19.399	---	---	23.111	---	---	---	177.410	---	---	---	5.513	---	---	---	
5/16/2018	12:01:40	139.00		194.53	---	---	---	19.392	---	---	---	1022.59	27.157	19.392	---	---	23.121	---	---	---	177.472	---	---	---	5.535	---	---	---	
5/16/2018	12:01:41	140.00		194.29	---	---	---	19.412	---	---	---	1022.68	27.157	19.412	---	---	23.128	---	---	---	177.570	---	---	---	5.529	---	---	---	
5/16/2018	12:01:42	141.00		193.87	---	---	---	19.421	---	---	---	1022.65	27.157	19.421	---	---	23.149	---	---	---	177.656	---	---	---	5.541	---	---	---	
5/16/2018	12:01:43	142.00		193.72	---	---	---	19.401	---	---	---	1022.68	27.203	19.401	---	---	23.163	---	---	---	177.820	---	---	---	5.534	---	---	---	
5/16/2018	12:01:44	143.00		193.71	---	---	---	19.400	---	---	---	1022.65	27.203	19.400	---	---	23.165	---	---	---	177.826	---	---	---	5.535	---	---	---	
5/16/2018	12:01:45	144.00		193.50	---	---	---	19.400	---	---	---	1022.80	27.203	19.400	---	---	23.177	---	---	---	177.904	---	---	---	5.513	---	---	---	
5/16/2018	12:01:46	145.00		193.25	---	---	---	19.400	---	---	---	1022.56	27.203	19.400	---	---	23.190	---	---	---	178.020	---	---	---	5.539	---	---	---	
5/16/2018	12:01:47	146.00		193.12	---	---	---	19.411	---	---	---	1022.65	27.203	19.411	---	---	23.194	---	---	---	177.955	---	---	---	5.531	---	---	---	
5/16/2018	12:01:48	147.00		193.00	---	---	---	19.400	---	---	---	1022.59	27.203	19.400	---	---	23.204	---	---	---	178.106	---	---	---	5.513	---	---	---	
5/16/2018	12:01:49	148.00		192.66	---	---	---	19.423	---	---	---	1022.65	27.203	19.423	---	---	23.216	---	---	---	178.223	---	---	---	5.530	---	---	---	
5/16/2018	12:01:50	149.00		192.75	---	---	---	19.380	---	---	---	1022.56	27.203	19.380	---	---	23.225	---	---	---	178.317	---	---	---	5.522	---	---	---	
5/16/2018	12:01:51	150.00		192.40	---	---	---	19.423	---	---	---	1022.62	27.203	19.423	---	---	23.232	---	---	---	178.347	---	---	---	5.510	---	---	---	
5/16/2018	12:01:52	151.00		192.24	---	---	---	19.422	---	---	---	1022.65	27.203	19.422	---	---	23.240	---	---	---	178.404	---	---	---	5.511	---	---	---	
