
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Micro/Minisensor (normal range)	umol/l	OFF	ZB7-504-187	3	ON External	20.000	ON	1013	33.000	30%	200x	100	OFF	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	21.542	19.890	1023	100.000	20.950	48.647	20.904	0.817	0.106	4000	0.953	-0.070	0.000	0.000	-0.000301	
Data	Smoothing:	1	
Date:	5/16/2018	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
5/16/2018	12:07:11	470.00		158.49	---	---	---	19.200	---	---	---	1022.68	27.218	19.200	---	---	25.419	---	---	---	195.483	---	---	---	5.532	---	---	---	
5/16/2018	12:07:12	471.00		158.58	---	---	---	19.181	---	---	---	1022.65	27.218	19.181	---	---	25.419	---	---	---	195.535	---	---	---	5.522	---	---	---	
5/16/2018	12:07:13	472.00		158.43	---	---	---	19.192	---	---	---	1022.65	27.218	19.192	---	---	25.426	---	---	---	195.595	---	---	---	5.543	---	---	---	
5/16/2018	12:07:14	473.00		158.45	---	---	---	19.194	---	---	---	1022.81	27.218	19.194	---	---	25.423	---	---	---	195.606	---	---	---	5.518	---	---	---	
5/16/2018	12:07:15	474.00		158.61	---	---	---	19.160	---	---	---	1022.59	27.218	19.160	---	---	25.423	---	---	---	195.654	---	---	---	5.527	---	---	---	
5/16/2018	12:07:16	475.00		158.31	---	---	---	19.171	---	---	---	1022.65	27.218	19.171	---	---	25.440	---	---	---	195.751	---	---	---	5.523	---	---	---	
5/16/2018	12:07:17	476.00		158.30	---	---	---	19.191	---	---	---	1022.71	27.218	19.191	---	---	25.434	---	---	---	195.707	---	---	---	5.524	---	---	---	
5/16/2018	12:07:18	477.00		158.34	---	---	---	19.160	---	---	---	1022.68	27.218	19.160	---	---	25.441	---	---	---	195.753	---	---	---	5.525	---	---	---	
5/16/2018	12:07:19	478.00		158.17	---	---	---	19.192	---	---	---	1022.68	27.218	19.192	---	---	25.444	---	---	---	195.791	---	---	---	5.512	---	---	---	
5/16/2018	12:07:20	479.00		158.06	---	---	---	19.193	---	---	---	1022.65	27.218	19.193	---	---	25.451	---	---	---	195.824	---	---	---	5.516	---	---	---	
5/16/2018	12:07:21	480.00		157.96	---	---	---	19.181	---	---	---	1022.65	27.218	19.181	---	---	25.461	---	---	---	195.875	---	---	---	5.528	---	---	---	
5/16/2018	12:07:22	481.00		157.96	---	---	---	19.193	---	---	---	1022.68	27.256	19.193	---	---	25.458	---	---	---	195.889	---	---	---	5.529	---	---	---	
5/16/2018	12:07:23	482.00		157.73	---	---	---	19.181	---	---	---	1022.65	27.256	19.181	---	---	25.478	---	---	---	195.983	---	---	---	5.507	---	---	---	
5/16/2018	12:07:24	483.00		157.94	---	---	---	19.183	---	---	---	1022.75	27.256	19.183	---	---	25.462	---	---	---	195.945	---	---	---	5.512	---	---	---	
5/16/2018	12:07:25	484.00		157.80	---	---	---	19.161	---	---	---	1022.68	27.256	19.161	---	---	25.479	---	---	---	196.007	---	---	---	5.520	---	---	---	
5/16/2018	12:07:26	485.00		157.65	---	---	---	19.172	---	---	---	1022.71	27.256	19.172	---	---	25.486	---	---	---	196.039	---	---	---	5.525	---	---	---	
5/16/2018	12:07:27	486.00		157.57	---	---	---	19.172	---	---	---	1022.68	27.294	19.172	---	---	25.492	---	---	---	196.125	---	---	---	5.521	---	---	---	
5/16/2018	12:07:28	487.00		157.53	---	---	---	19.194	---	---	---	1022.71	27.294	19.194	---	---	25.488	---	---	---	196.091	---	---	---	5.527	---	---	---	
5/16/2018	12:07:29	488.00		157.76	---	---	---	19.162	---	---	---	1022.71	27.294	19.162	---	---	25.482	---	---	---	196.110	---	---	---	5.537	---	---	---	
5/16/2018	12:07:30	489.00		157.49	---	---	---	19.174	---	---	---	1022.53	27.294	19.174	---	---	25.496	---	---	---	196.184	---	---	---	5.526	---	---	---	
5/16/2018	12:07:31	490.00		157.66	---	---	---	19.150	---	---	---	1022.71	27.294	19.150	---	---	25.492	---	---	---	196.205	---	---	---	5.542	---	---	---	
5/16/2018	12:07:32	491.00		157.48	---	---	---	19.141	---	---	---	1022.65	27.294	19.141	---	---	25.507	---	---	---	196.251	---	---	---	5.518	---	---	---	
5/16/2018	12:07:33	492.00		157.31	---	---	---	19.172	---	---	---	1022.65	27.294	19.172	---	---	25.510	---	---	---	196.296	---	---	---	5.538	---	---	---	
5/16/2018	12:07:34	493.00		157.14	---	---	---	19.184	---	---	---	1022.71	27.294	19.184	---	---	25.517	---	---	---	196.343	---	---	---	5.525	---	---	---	
5/16/2018	12:07:35	494.00		157.24	---	---	---	19.174	---	---	---	1022.78	27.294	19.174	---	---	25.513	---	---	---	196.341	---	---	---	5.532	---	---	---	
5/16/2018	12:07:36	495.00		157.28	---	---	---	19.163	---	---	---	1022.81	27.256	19.163	---	---	25.514	---	---	---	196.354	---	---	---	5.541	---	---	---	
5/16/2018	12:07:37	496.00		157.32	---	---	---	19.151	---	---	---	1022.68	27.256	19.151	---	---	25.516	---	---	---	196.402	---	---	---	5.514	---	---	---	
5/16/2018	12:07:38	497.00		157.19	---	---	---	19.163	---	---	---	1022.62	27.256	19.163	---	---	25.520	---	---	---	196.453	---	---	---	5.525	---	---	---	
5/16/2018	12:07:39	498.00		157.00	---	---	---	19.161	---	---	---	1022.65	27.256	19.161	---	---	25.534	---	---	---	196.488	---	---	---	5.526	---	---	---	
5/16/2018	12:07:40	499.00		156.87	---	---	---	19.172	---	---	---	1022.68	27.218	19.172	---	---	25.541	---	---	---	196.531	---	---	---	5.526	---	---	---	
5/16/2018	12:07:41	500.00		156.79	---	---	---	19.183	---	---	---	1022.65	27.218	19.183	---	---	25.542	---	---	---	196.533	---	---	---	5.529	---	---	---	
5/16/2018	12:07:42	501.00		156.71	---	---	---	19.182	---	---	---	1022.75	27.218	19.182	---	---	25.548	---	---	---	196.610	---	---	---	5.512	---	---	---	
5/16/2018	12:07:43	502.00		156.75	---	---	---	19.151	---	---	---	1022.68	27.218	19.151	---	---	25.555	---	---	---	196.656	---	---	---	5.523	---	---	---	
5/16/2018	12:07:44	503.00		156.60	---	---	---	19.182	---	---	---	1022.59	27.218	19.182	---	---	25.556	---	---	---	196.593	---	---	---	5.524	---	---	---	
5/16/2018	12:07:45	504.00		156.75	---	---	---	19.174	---	---	---	1022.71	27.218	19.174	---	---	25.548	---	---	---	196.602	---	---	---	5.520	---	---	---	
5/16/2018	12:07:46	505.00		156.75	---	---	---	19.161	---	---	---	1022.62	27.218	19.161	---	---	25.552	---	---	---	196.669	---	---	---	5.512	---	---	---	
5/16/2018	12:07:47	506.00		156.63	---	---	---	19.181	---	---	---	1022.68	27.218	19.181	---	---	25.555	---	---	---	196.714	---	---	---	5.533	---	---	---	
5/16/2018	12:07:48	507.00		156.48	---	---	---	19.172	---	---	---	1022.68	27.172	19.172	---	---	25.568	---	---	---	196.804	---	---	---	5.531	---	---	---	
5/16/2018	12:07:49	508.00		156.53	---	---	---	19.151	---	---	---	1022.62	27.218	19.151	---	---	25.570	---	---	---	196.779	---	---	---	5.508	---	---	---	
5/16/2018	12:07:50	509.00		156.41	---	---	---	19.173	---	---	---	1022.71	27.172	19.173	---	---	25.572	---	---	---	196.817	---	---	---	5.535	---	---	---	
5/16/2018	12:07:51	510.00		156.34	---	---	---	19.162	---	---	---	1022.59	27.172	19.162	---	---	25.580	---	---	---	196.839	---	---	---	5.514	---	---	---	
5/16/2018	12:07:52	511.00		156.37	---	---	---	19.161	---	---	---	1022.78	27.172	19.161	---	---	25.579	---	---	---	196.843	---	---	---	5.529	---	---	---	
5/16/2018	12:07:53	512.00		156.28	---	---	---	19.172	---	---	---	1022.59	27.172	19.172	---	---	25.582	---	---	---	196.888	---	---	---	5.512	---	---	---	
5/16/2018	12:07:54	513.00		155.93	---	---	---	19.194	---	---	---	1022.68	27.172	19.194	---	---	25.600	---	---	---	197.080	---	---	---	5.508	---	---	---	
5/16/2018	12:07:55	514.00		156.13	---	---	---	19.172	---	---	---	1022.59	27.172	19.172	---	---	25.593	---	---	---	196.929	---	---	---	5.533	---	---	---	
5/16/2018	12:07:56	515.00		155.93	---	---	---	19.205	---	---	---	1022.65	27.172	19.205	---	---	25.597	---	---	---	197.007	---	---	---	5.508	---	---	---	
5/16/2018	12:07:57	516.00		155.95	---	---	---	19.173	---	---	---	1022.68	27.172	19.173	---	---	25.604	---	---	---	197.054	---	---	---	5.538	---	---	---	
5/16/2018	12:07:58	517.00		155.94	---	---	---	19.183	---	---	---	1022.65	27.096	19.183	---	---	25.603	---	---	---	197.054	---	---	---	5.514	---	---	---	
5/16/2018	12:07:59	518.00		156.05	---	---	---	19.141	---	---	---	1022.68	27.096	19.141	---	---	25.607	---	---	---	197.087	---	---	---	5.513	---	---	---	
5/16/2018	12:08:00	519.00		155.66	---	---	---	19.172	---	---	---	1022.71	27.096	19.172	---	---	25.625	---	---	---	197.164	---	---	---	5.537	---	---	---	
5/16/2018	12:08:01	520.00		155.66	---	---	---	19.160	---	---	---	1022.65	27.096	19.160	---	---	25.629	---	---	---	197.283	---	---	---	5.519	---	---	---	
5/16/2018	12:08:02	521.00		155.64	---	---	---	19.164	---	---	---	1022.65	27.096	19.164	---	---	25.629	---	---	---	197.272	---	---	---	5.536	---	---	---	
5/16/2018	12:08:03	522.00		155.88	---	---	---	19.141	---	---	---	1022.68	27.096	19.141	---	---	25.620	---	---	---	197.222	---	---	---	5.538	---	---	---	
5/16/2018	12:08:04	523.00		155.41	---	---	---	19.184	---	---	---	1022.59	27.096	19.184	---	---	25.639	---	---	---	197.238	---	---	---	5.514	---	---	---	
5/16/2018	12:08:05	524.00		155.58	---	---	---	19.184	---	---	---	1022.65	27.058	19.184	---	---	25.628	---	---	---	197.261	---	---	---	5.520	---	---	---	
5/16/2018	12:08:06	525.00		155.38	---	---	---	19.172	---	---	---	1022.62	27.058	19.172	---	---	25.645	---	---	---	197.300	---	---	---	5.527	---	---	---	
5/16/2018	12:08:07	526.00		155.51	---	---	---	19.161	---	---	---	1022.71	27.058	19.161	---	---	25.639	---	---	---	197.292	---	---	---	5.524	---	---	---	
5/16/2018	12:08:08	527.00		155.54	---	---	---	19.151	---	---	---	1022.68	27.058	19.151	---	---	25.641	---	---	---	197.317	---	---	---	5.526	---	---	---	
5/16/2018	12:08:09	528.00		155.48	---	---	---	19.153	---	---	---	1022.65	27.058	19.153	---	---	25.645	---	---	---	197.339	---	---	---	5.506	---	---	---	
5/16/2018	12:08:10	529.00		155.25	---	---	---	19.152	---	---	---	1022.65	27.058	19.152	---	---	25.660	---	---	---	197.380	---	---	---	5.534	---	---	---	
5/16/2018	12:08:11	530.00		155.29	---	---	---	19.153	---	---	---	1022.68	27.058	19.153	---	---	25.658	---	---	---	197.408	---	---	---	5.535	---	---	---	
5/16/2018	12:08:12	531.00		155.03	---	---	---	19.172	---	---	---	1022.65	27.020	19.172	---	---	25.670	---	---	---	197.458	---	---	---	5.522	---	---	---	
5/16/2018	12:08:13	532.00		155.12	---	---	---	19.173	---	---	---	1022.65	27.058	19.173	---	---	25.663	---	---	---	197.524	---	---	---	5.512	---	---	---	
5/16/2018	12:08:14	533.00		155.26	---	---	---	19.132	---	---	---	1022.62	27.020	19.132	---	---	25.666	---	---	---	197.483	---	---	---	5.526	---	---	---	
5/16/2018	12:08:15	534.00		155.23	---	---	---	19.132	---	---	---	1022.71	27.020	19.132	---	---	25.669	---	---	---	197.548	---	---	---	5.534	---	---	---	
5/16/2018	12:08:16	535.00		154.68	---	---	---	19.162	---	---	---	1022.68	27.058	19.162	---	---	25.698	---	---	---	197.652	---	---	---	5.514	---	---	---	
5/16/2018	12:08:17	536.00		155.06	---	---	---	19.132	---	---	---	1022.59	27.058	19.132	---	---	25.680	---	---	---	197.451	---	---	---	5.515	---	---	---	
5/16/2018	12:08:18	537.00		154.96	---	---	---	19.162	---	---	---	1022.62	27.058	19.162	---	---	25.679	---	---	---	197.513	---	---	---	5.510	---	---	---	
5/16/2018	12:08:19	538.00		154.82	---	---	---	19.132	---	---	---	1022.68	27.020	19.132	---	---	25.697	---	---	---	197.617	---	---	---	5.532	---	---	---	
5/16/2018	12:08:20	539.00		154.67	---	---	---	19.193	---	---	---	1022.71	27.020	19.193	---	---	25.690	---	---	---	197.649	---	---	---	5.517	---	---	---	
5/16/2018	12:08:21	540.00		154.52	---	---	---	19.182	---	---	---	1022.65	27.020	19.182	---	---	25.704	---	---	---	197.679	---	---	---	5.531	---	---	---	
5/16/2018	12:08:22	541.00		154.36	---	---	---	19.184	---	---	---	1022.59	27.020	19.184	---	---	25.715	---	---	---	197.720	---	---	---	5.515	---	---	---	
5/16/2018	12:08:23	542.00		154.28	---	---	---	19.181	---	---	---	1022.68	27.020	19.181	---	---	25.721	---	---	---	197.798	---	---	---	5.540	---	---	---	
5/16/2018	12:08:24	543.00		154.31	---	---	---	19.194	---	---	---	1022.62	27.058	19.194	---	---	25.715	---	---	---	197.755	---	---	---	5.539	---	---	---	
5/16/2018	12:08:25	544.00		154.28	---	---	---	19.183	---	---	---	1022.68	27.058	19.183	---	---	25.721	---	---	---	197.805	---	---	---	5.529	---	---	---	
5/16/2018	12:08:26	545.00		154.26	---	---	---	19.171	---	---	---	1022.62	27.058	19.171	---	---	25.725	---	---	---	197.800	---	---	---	5.539	---	---	---	
5/16/2018	12:08:27	546.00		154.15	---	---	---	19.203	---	---	---	1022.56	27.058	19.203	---	---	25.724	---	---	---	197.871	---	---	---	5.532	---	---	---	
5/16/2018	12:08:28	547.00		154.27	---	---	---	19.164	---	---	---	1022.65	27.058	19.164	---	---	25.726	---	---	---	197.845	---	---	---	5.511	---	---	---	
5/16/2018	12:08:29	548.00		154.17	---	---	---	19.172	---	---	---	1022.71	27.058	19.172	---	---	25.732	---	---	---	197.882	---	---	---	5.513	---	---	---	
5/16/2018	12:08:30	549.00		153.99	---	---	---	19.205	---	---	---	1022.71	27.058	19.205	---	---	25.735	---	---	---	197.856	---	---	---	5.515	---	---	---	
5/16/2018	12:08:31	550.00		153.85	---	---	---	19.174	---	---	---	1022.71	27.058	19.174	---	---	25.753	---	---	---	198.022	---	---	---	5.533	---	---	---	
5/16/2018	12:08:32	551.00		154.06	---	---	---	19.174	---	---	---	1022.71	27.058	19.174	---	---	25.739	---	---	---	197.955	---	---	---	5.521	---	---	---	
5/16/2018	12:08:33	552.00		154.00	---	---	---	19.141	---	---	---	1022.59	27.058	19.141	---	---	25.753	---	---	---	198.011	---	---	---	5.509	---	---	---	
5/16/2018	12:08:34	553.00		154.03	---	---	---	19.153	---	---	---	1022.75	27.058	19.153	---	---	25.747	---	---	---	197.996	---	---	---	5.504	---	---	---	
5/16/2018	12:08:35	554.00		153.87	---	---	---	19.164	---	---	---	1022.68	27.058	19.164	---	---	25.756	---	---	---	198.035	---	---	---	5.527	---	---	---	
5/16/2018	12:08:36	555.00		153.82	---	---	---	19.142	---	---	---	1022.56	27.058	19.142	---	---	25.766	---	---	---	198.119	---	---	---	5.504	---	---	---	
5/16/2018	12:08:37	556.00		153.91	---	---	---	19.110	---	---	---	1022.62	27.058	19.110	---	---	25.770	---	---	---	198.085	---	---	---	5.508	---	---	---	
5/16/2018	12:08:38	557.00		153.88	---	---	---	19.132	---	---	---	1022.71	27.058	19.132	---	---	25.764	---	---	---	198.095	---	---	---	5.506	---	---	---	
5/16/2018	12:08:39	558.00		153.78	---	---	---	19.122	---	---	---	1022.65	27.058	19.122	---	---	25.774	---	---	---	198.091	---	---	---	5.521	---	---	---	
5/16/2018	12:08:40	559.00		153.65	---	---	---	19.141	---	---	---	1022.65	27.058	19.141	---	---	25.778	---	---	---	198.102	---	---	---	5.508	---	---	---	
5/16/2018	12:08:41	560.00		153.62	---	---	---	19.143	---	---	---	1022.62	27.058	19.143	---	---	25.780	---	---	---	198.205	---	---	---	5.509	---	---	---	
5/16/2018	12:08:42	561.00		153.79	---	---	---	19.101	---	---	---	1022.62	27.058	19.101	---	---	25.781	---	---	---	198.199	---	---	---	5.516	---	---	---	
5/16/2018	12:08:43	562.00		153.57	---	---	---	19.132	---	---	---	1022.62	27.058	19.132	---	---	25.787	---	---	---	198.250	---	---	---	5.512	---	---	---	
5/16/2018	12:08:44	563.00		153.62	---	---	---	19.112	---	---	---	1022.71	27.058	19.112	---	---	25.790	---	---	---	198.251	---	---	---	5.525	---	---	---	
5/16/2018	12:08:45	564.00		153.42	---	---	---	19.133	---	---	---	1022.65	27.058	19.133	---	---	25.798	---	---	---	198.300	---	---	---	5.524	---	---	---	
5/16/2018	12:08:46	565.00		153.60	---	---	---	19.110	---	---	---	1022.59	27.058	19.110	---	---	25.791	---	---	---	198.307	---	---	---	5.517	---	---	---	
5/16/2018	12:08:47	566.00		153.52	---	---	---	19.100	---	---	---	1022.62	27.058	19.100	---	---	25.801	---	---	---	198.350	---	---	---	5.512	---	---	---	
5/16/2018	12:08:48	567.00		153.22	---	---	---	19.143	---	---	---	1022.65	27.058	19.143	---	---	25.809	---	---	---	198.410	---	---	---	5.522	---	---	---	
5/16/2018	12:08:49	568.00		153.22	---	---	---	19.132	---	---	---	1022.59	27.058	19.132	---	---	25.812	---	---	---	198.429	---	---	---	5.511	---	---	---	
5/16/2018	12:08:50	569.00		153.16	---	---	---	19.141	---	---	---	1022.68	27.058	19.141	---	---	25.813	---	---	---	198.455	---	---	---	5.521	---	---	---	
5/16/2018	12:08:51	570.00		153.08	---	---	---	19.144	---	---	---	1022.65	27.058	19.144	---	---	25.819	---	---	---	198.483	---	---	---	5.524	---	---	---	
5/16/2018	12:08:52	571.00		153.00	---	---	---	19.132	---	---	---	1022.62	27.058	19.132	---	---	25.827	---	---	---	198.524	---	---	---	5.514	---	---	---	
5/16/2018	12:08:53	572.00		153.13	---	---	---	19.132	---	---	---	1022.71	27.058	19.132	---	---	25.819	---	---	---	198.449	---	---	---	5.522	---	---	---	
5/16/2018	12:08:54	573.00		153.02	---	---	---	19.132	---	---	---	1022.71	27.058	19.132	---	---	25.826	---	---	---	198.496	---	---	---	5.527	---	---	---	
5/16/2018	12:08:55	574.00		152.93	---	---	---	19.123	---	---	---	1022.65	27.058	19.123	---	---	25.836	---	---	---	198.546	---	---	---	5.532	---	---	---	
5/16/2018	12:08:56	575.00		152.79	---	---	---	19.142	---	---	---	1022.59	27.058	19.142	---	---	25.840	---	---	---	198.563	---	---	---	5.510	---	---	---	
5/16/2018	12:08:57	576.00		152.91	---	---	---	19.111	---	---	---	1022.65	27.058	19.111	---	---	25.840	---	---	---	198.580	---	---	---	5.516	---	---	---	
5/16/2018	12:08:58	577.00		152.72	---	---	---	19.132	---	---	---	1022.71	27.058	19.132	---	---	25.847	---	---	---	198.652	---	---	---	5.517	---	---	---	
5/16/2018	12:08:59	578.00		152.49	---	---	---	19.112	---	---	---	1022.65	27.058	19.112	---	---	25.871	---	---	---	198.707	---	---	---	5.528	---	---	---	
5/16/2018	12:09:00	579.00		152.84	---	---	---	19.111	---	---	---	1022.47	27.058	19.111	---	---	25.846	---	---	---	198.587	---	---	---	5.517	---	---	---	
5/16/2018	12:09:01	580.00		152.79	---	---	---	19.111	---	---	---	1022.71	27.058	19.111	---	---	25.850	---	---	---	198.645	---	---	---	5.535	---	---	---	
5/16/2018	12:09:02	581.00		152.66	---	---	---	19.132	---	---	---	1022.56	27.058	19.132	---	---	25.853	---	---	---	198.701	---	---	---	5.527	---	---	---	
5/16/2018	12:09:03	582.00		152.63	---	---	---	19.100	---	---	---	1022.71	27.020	19.100	---	---	25.864	---	---	---	198.832	---	---	---	5.529	---	---	---	
5/16/2018	12:09:04	583.00		152.80	---	---	---	19.102	---	---	---	1022.71	27.020	19.102	---	---	25.851	---	---	---	198.729	---	---	---	5.511	---	---	---	
5/16/2018	12:09:05	584.00		152.65	---	---	---	19.111	---	---	---	1022.65	27.020	19.111	---	---	25.860	---	---	---	198.757	---	---	---	5.530	---	---	---	
5/16/2018	12:09:06	585.00		152.70	---	---	---	19.082	---	---	---	1022.65	27.020	19.082	---	---	25.864	---	---	---	198.813	---	---	---	5.509	---	---	---	
5/16/2018	12:09:07	586.00		152.53	---	---	---	19.103	---	---	---	1022.68	26.974	19.103	---	---	25.871	---	---	---	198.856	---	---	---	5.532	---	---	---	
5/16/2018	12:09:08	587.00		152.40	---	---	---	19.123	---	---	---	1022.71	26.974	19.123	---	---	25.874	---	---	---	198.884	---	---	---	5.535	---	---	---	
5/16/2018	12:09:09	588.00		152.58	---	---	---	19.102	---	---	---	1022.68	26.974	19.102	---	---	25.868	---	---	---	198.919	---	---	---	5.518	---	---	---	
5/16/2018	12:09:10	589.00		152.34	---	---	---	19.134	---	---	---	1022.59	26.974	19.134	---	---	25.875	---	---	---	198.925	---	---	---	5.517	---	---	---	
5/16/2018	12:09:11	590.00		152.19	---	---	---	19.104	---	---	---	1022.65	26.974	19.104	---	---	25.895	---	---	---	198.962	---	---	---	5.537	---	---	---	
5/16/2018	12:09:12	591.00		152.07	---	---	---	19.133	---	---	---	1022.62	26.974	19.133	---	---	25.895	---	---	---	198.917	---	---	---	5.527	---	---	---	
5/16/2018	12:09:13	592.00		152.27	---	---	---	19.102	---	---	---	1022.62	26.974	19.102	---	---	25.889	---	---	---	198.912	---	---	---	5.513	---	---	---	
5/16/2018	12:09:14	593.00		152.13	---	---	---	19.121	---	---	---	1022.65	26.974	19.121	---	---	25.893	---	---	---	198.925	---	---	---	5.533	---	---	---	
5/16/2018	12:09:15	594.00		151.98	---	---	---	19.121	---	---	---	1022.65	26.974	19.121	---	---	25.905	---	---	---	199.054	---	---	---	5.538	---	---	---	
5/16/2018	12:09:16	595.00		151.90	---	---	---	19.144	---	---	---	1022.65	26.974	19.144	---	---	25.903	---	---	---	198.938	---	---	---	5.539	---	---	---	
5/16/2018	12:09:17	596.00		152.12	---	---	---	19.103	---	---	---	1022.65	26.974	19.103	---	---	25.900	---	---	---	199.020	---	---	---	5.521	---	---	---	
5/16/2018	12:09:18	597.00		151.99	---	---	---	19.135	---	---	---	1022.59	26.974	19.135	---	---	25.899	---	---	---	199.083	---	---	---	5.535	---	---	---	
5/16/2018	12:09:19	598.00		151.72	---	---	---	19.143	---	---	---	1022.65	26.974	19.143	---	---	25.916	---	---	---	199.130	---	---	---	5.525	---	---	---	
5/16/2018	12:09:20	599.00		152.13	---	---	---	19.092	---	---	---	1022.75	26.974	19.092	---	---	25.902	---	---	---	199.132	---	---	---	5.534	---	---	---	
5/16/2018	12:09:21	600.00		151.81	---	---	---	19.113	---	---	---	1022.56	26.974	19.113	---	---	25.920	---	---	---	199.169	---	---	---	5.524	---	---	---	
5/16/2018	12:09:22	601.00		151.91	---	---	---	19.089	---	---	---	1022.71	26.974	19.089	---	---	25.920	---	---	---	199.192	---	---	---	5.526	---	---	---	
5/16/2018	12:09:23	602.00		151.83	---	---	---	19.102	---	---	---	1022.59	26.974	19.102	---	---	25.922	---	---	---	199.218	---	---	---	5.540	---	---	---	
5/16/2018	12:09:24	603.00		151.91	---	---	---	19.093	---	---	---	1022.78	26.974	19.093	---	---	25.919	---	---	---	199.270	---	---	---	5.512	---	---	---	
5/16/2018	12:09:25	604.00		152.03	---	---	---	19.070	---	---	---	1022.65	26.974	19.070	---	---	25.916	---	---	---	199.251	---	---	---	5.534	---	---	---	
5/16/2018	12:09:26	605.00		151.90	---	---	---	19.093	---	---	---	1022.65	26.974	19.093	---	---	25.920	---	---	---	199.296	---	---	---	5.542	---	---	---	
5/16/2018	12:09:27	606.00		151.60	---	---	---	19.114	---	---	---	1022.62	26.974	19.114	---	---	25.934	---	---	---	199.311	---	---	---	5.528	---	---	---	
5/16/2018	12:09:28	607.00		151.88	---	---	---	19.080	---	---	---	1022.68	26.974	19.080	---	---	25.924	---	---	---	199.341	---	---	---	5.533	---	---	---	
5/16/2018	12:09:29	608.00		151.87	---	---	---	19.072	---	---	---	1022.65	26.974	19.072	---	---	25.927	---	---	---	199.380	---	---	---	5.534	---	---	---	
5/16/2018	12:09:30	609.00		151.54	---	---	---	19.112	---	---	---	1022.62	26.974	19.112	---	---	25.940	---	---	---	199.365	---	---	---	5.532	---	---	---	
5/16/2018	12:09:31	610.00		151.78	---	---	---	19.081	---	---	---	1022.68	26.974	19.081	---	---	25.931	---	---	---	199.425	---	---	---	5.531	---	---	---	
5/16/2018	12:09:32	611.00		151.73	---	---	---	19.071	---	---	---	1022.62	26.974	19.071	---	---	25.938	---	---	---	199.492	---	---	---	5.513	---	---	---	
5/16/2018	12:09:33	612.00		151.84	---	---	---	19.061	---	---	---	1022.71	26.974	19.061	---	---	25.934	---	---	---	199.440	---	---	---	5.534	---	---	---	
5/16/2018	12:09:34	613.00		151.39	---	---	---	19.102	---	---	---	1022.68	26.974	19.102	---	---	25.954	---	---	---	199.479	---	---	---	5.548	---	---	---	
5/16/2018	12:09:35	614.00		151.50	---	---	---	19.082	---	---	---	1022.72	26.974	19.082	---	---	25.951	---	---	---	199.494	---	---	---	5.522	---	---	---	
5/16/2018	12:09:36	615.00		151.31	---	---	---	19.123	---	---	---	1022.56	26.974	19.123	---	---	25.952	---	---	---	199.483	---	---	---	5.522	---	---	---	
5/16/2018	12:09:37	616.00		151.37	---	---	---	19.123	---	---	---	1022.59	26.974	19.123	---	---	25.948	---	---	---	199.542	---	---	---	5.542	---	---	---	
5/16/2018	12:09:38	617.00		151.37	---	---	---	19.080	---	---	---	1022.65	26.974	19.080	---	---	25.961	---	---	---	199.555	---	---	---	5.534	---	---	---	
5/16/2018	12:09:39	618.00		151.25	---	---	---	19.112	---	---	---	1022.65	26.974	19.112	---	---	25.961	---	---	---	199.570	---	---	---	5.527	---	---	---	
5/16/2018	12:09:40	619.00		151.11	---	---	---	19.135	---	---	---	1022.65	26.974	19.135	---	---	25.964	---	---	---	199.608	---	---	---	5.526	---	---	---	
5/16/2018	12:09:41	620.00		151.26	---	---	---	19.081	---	---	---	1022.59	26.974	19.081	---	---	25.969	---	---	---	199.671	---	---	---	5.525	---	---	---	
5/16/2018	12:09:42	621.00		151.32	---	---	---	19.102	---	---	---	1022.65	26.974	19.102	---	---	25.958	---	---	---	199.645	---	---	---	5.540	---	---	---	
